age,hours_work,social_media_use,rent,friends_count,highest_speed,dates,standard_drinks,countries,semesters,commute,data_interest,mark_goal,hours_studying,financial_pressure,work_study_ratio,social_engagement,gender,relationship_status,drug_use_ans,student_type,mainstream_advanced,lecture_mode,study_type,learner_style,stress_category
20.0,20.0,4.0,0.0,20.0,120.0,50.0,30.0,7.0,5.0,10.0,8.0,100.0,4.0,0.0,5.0,5.0,Male,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Low
19.0,0.0,0.5,0.0,3.0,90.0,0.0,0.0,1.0,2.0,80.0,2.0,80.0,10.0,0.0,0.0,6.0,Male,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,Average
18.0,0.0,6.5,0.0,5.0,90.0,0.0,0.0,3.0,0.0,60.0,8.0,77.0,3.0,0.0,0.0,0.7692307692307693,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
18.0,0.0,3.2,0.0,5.0,90.0,2.0,0.0,10.0,0.0,120.0,3.0,80.0,4.0,0.0,0.0,1.5625,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 1,Average
18.0,0.0,3.8,0.0,2.0,116.0,0.0,0.0,9.0,0.0,85.0,1.0,80.0,5.0,0.0,0.0,0.5263157894736842,Male,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,0.0,2.47,0.0,4.0,110.0,10.0,0.0,5.0,1.0,30.0,5.0,85.0,5.0,0.0,0.0,1.6194331983805668,Female,In a relationship,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,Low
18.0,2.0,5.0,0.0,8.0,150.0,0.0,8.0,2.0,0.0,40.0,7.0,6.0,5.0,0.0,0.4,1.6,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
17.0,0.0,5.0,770.0,15.0,240.0,2.0,0.0,8.0,0.0,35.0,6.0,80.0,5.0,770.0,0.0,3.0,Male,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 2,Average
18.0,0.0,5.5,545.0,10.0,120.0,0.0,0.0,15.0,0.0,2.0,0.0,100.0,1.0,545.0,0.0,1.8181818181818181,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
17.0,0.0,6.0,489.0,12.0,130.0,0.0,0.0,7.0,0.0,15.0,5.0,100.0,5.0,489.0,0.0,2.0,Male,Single,No,Domestic,DATA1901,Live in the Lecture Theatre,I leave things to the last minute,Style 1,Low
21.0,25.0,1.0,0.0,2.0,125.0,0.0,5.0,3.0,3.0,25.0,0.0,85.0,4.0,0.0,6.25,2.0,Female,Single,Yes,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Low
20.0,0.0,1.25,529.0,20.0,180.0,0.0,1.0,10.0,0.0,20.0,4.0,75.0,2.0,529.0,0.0,16.0,Male,Single,Yes,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
18.0,8.0,3.34,0.0,7.0,110.0,0.0,0.0,3.0,0.0,40.0,1.0,100.0,7.0,0.0,1.1428571428571428,2.0958083832335332,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 2,Average
19.0,0.0,9.5,800.0,20.0,120.0,0.0,0.0,4.0,0.0,1.0,10.0,100.0,14.0,800.0,0.0,2.1052631578947367,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
18.0,5.0,4.28,0.0,12.0,120.0,3.0,3.0,8.0,1.0,60.0,2.0,75.0,2.0,0.0,2.5,2.803738317757009,Female,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Low
19.0,5.0,10.0,0.0,7.0,203.0,2.0,20.0,15.0,0.0,50.0,5.0,70.0,4.0,0.0,1.25,0.7,Male,In a relationship,No,International,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 2,High
18.0,0.0,1.54,0.0,7.0,110.0,0.0,0.0,5.0,0.0,60.0,6.0,80.0,3.0,0.0,0.0,4.545454545454545,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
23.0,20.0,4.0,200.0,0.0,150.0,6.0,0.0,30.0,5.0,45.0,1.0,90.0,0.0,10.0,20.0,0.0,Male,In a relationship,Prefer not to say,Domestic,DATA1001,Recording,I leave things to the last minute,Style 1,High
21.0,20.0,7.0,300.0,3.0,130.0,3.0,5.0,5.0,0.0,30.0,4.0,80.0,2.0,15.0,10.0,0.42857142857142855,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,10.5,3.0,0.0,30.0,180.0,13.0,0.0,15.0,1.0,65.0,7.0,90.0,3.0,0.0,3.5,10.0,Male,Single,Yes,Domestic,DATA1901,Live Stream from Lecture Theatre,I work steadily all semester,Style 1,Low
18.0,24.0,4.0,0.0,20.0,150.0,1.0,8.0,13.0,0.0,90.0,0.0,70.0,4.0,0.0,6.0,5.0,Female,Its complicated,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,High
20.0,15.0,6.0,0.0,3.0,100.0,10.0,0.0,5.0,4.0,60.0,1.0,80.0,4.0,0.0,3.75,0.5,Female,In a relationship,Yes,Domestic,DATA1001,Live Stream from Lecture Theatre,I leave things to the last minute,Style 2,Average
18.0,1.0,3.3,0.0,8.0,130.0,0.0,0.0,4.0,0.0,40.0,2.0,80.0,5.0,0.0,0.2,2.4242424242424243,Male,Single,No,Domestic,DATA1901,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,Low
18.0,0.0,6.0,0.0,67.0,67.0,6.5,48.590000000000146,40.80000000000018,1.0,67.0,0.0,90.0,2.0,0.0,0.0,11.166666666666666,Male,Its complicated,Prefer not to say,Domestic,DATA1001,Other,I leave things to the last minute,Style 3,Average
31.0,21.5,1.5,385.0,0.0,180.0,2.0,0.0,14.0,3.0,30.0,2.0,75.0,1.0,17.906976744186046,20.0,0.0,Male,Single,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Low
20.0,20.0,5.11,0.0,10.0,120.0,100.0,0.0,10.0,2.0,40.0,7.0,80.0,4.0,0.0,5.0,1.9569471624266144,Male,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Average
18.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,30.0,7.0,90.0,3.0,0.0,0.0,0.25,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
23.0,0.0,6.0,295.0,100.0,140.0,0.0,0.0,4.0,4.0,30.0,8.0,75.0,4.0,295.0,0.0,16.666666666666668,Male,Its complicated,No,International,DATA1901,Other,It changes depending on the subject,Style 1,High
18.0,8.0,5.0,0.0,5.0,160.0,2.0,10.0,3.0,0.0,90.0,3.0,75.0,2.0,0.0,4.0,1.0,Male,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,High
19.0,0.0,0.4,0.0,6.0,110.0,3.0,3.0,13.0,4.0,20.0,6.0,93.0,10.0,0.0,0.0,15.0,Prefer not to say,Its complicated,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
20.0,6.0,5.0,0.0,0.0,150.0,0.0,0.0,10.0,2.0,45.0,3.0,95.0,6.0,0.0,1.0,0.0,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,High
17.0,0.0,3.75,0.0,12.0,110.0,0.0,0.0,2.0,0.0,45.0,6.0,80.0,2.0,0.0,0.0,3.2,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,Average
18.0,12.0,3.3,0.0,5.0,120.0,5.0,4.0,5.0,1.0,50.0,6.0,75.0,6.0,0.0,2.0,1.5151515151515151,Female,In a relationship,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
19.0,0.0,2.5,480.0,4.0,130.0,3.0,20.0,5.0,0.0,30.0,8.0,60.0,5.0,480.0,0.0,1.6,Male,Its complicated,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,3.0,4.0,0.0,2.0,110.0,0.0,0.0,8.0,0.0,40.0,7.0,85.0,5.0,0.0,0.6,0.5,Male,Single,No,Domestic,DATA1901,Recording,It changes depending on the subject,Style 3,Low
19.0,0.0,0.12,0.0,1.0,0.0,0.0,0.0,3.0,0.0,86.0,5.0,80.0,4.0,0.0,0.0,8.333333333333334,Non-binary / third gender,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
22.0,6.0,8.0,699.0,0.0,180.0,0.0,0.0,8.0,0.0,35.0,4.0,50.0,3.0,116.5,2.0,0.0,Female,Single,Yes,International,DATA1001,Recording,I leave things to the last minute,Style 1,Average
18.0,1.0,7.0,230.0,25.0,100.0,3.0,0.0,4.0,1.0,40.0,2.0,80.0,4.0,230.0,0.25,3.5714285714285716,Male,Its complicated,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Low
18.0,0.0,7.5,0.0,0.0,140.0,3.0,5.0,10.0,1.0,130.0,8.0,80.0,17.0,0.0,0.0,0.0,Female,Single,Yes,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,High
20.0,0.0,4.3,600.0,20.0,130.0,5.0,0.0,5.0,1.0,15.0,5.0,90.0,2.0,600.0,0.0,4.651162790697675,Female,In a relationship,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Low
18.0,16.0,4.5,575.0,3.0,0.0,0.0,4.0,2.0,1.0,30.0,3.0,60.0,4.0,35.9375,4.0,0.6666666666666666,Male,Single,No,International,DATA1001,Recording,I leave things to the last minute,Style 2,High
18.0,8.0,3.0,0.0,12.0,150.0,20.0,3.0,7.0,0.0,60.0,3.0,85.0,1.0,0.0,8.0,4.0,Female,In a relationship,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,0.0,5.0,345.0,2.0,120.0,0.0,0.0,4.0,0.0,10.0,7.0,85.0,6.0,345.0,0.0,0.4,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
17.0,10.0,2.5,0.0,8.0,150.0,0.0,0.0,4.0,0.0,60.0,7.0,85.0,3.0,0.0,3.3333333333333335,3.2,Female,Single,No,Domestic,DATA1001,Lecture Slides,I work steadily all semester,Style 3,Average
18.0,3.0,2.45,0.0,7.0,200.0,20.0,5.0,23.0,0.0,45.0,8.0,80.0,3.0,0.0,1.0,2.8571428571428568,Female,Its complicated,Prefer not to say,Domestic,DATA1901,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
19.0,20.0,3.0,850.0,2.0,140.0,100.0,3.0,5.0,0.0,20.0,5.0,100.0,1.0,42.5,20.0,0.6666666666666666,Female,In a relationship,No,International,DATA1001,Recording,I work steadily all semester,Style 2,Average
19.0,0.0,6.0,759.0,20.0,0.0,0.0,0.0,6.0,1.0,25.0,3.0,100.0,8.0,759.0,0.0,3.3333333333333335,Female,Single,No,International,DATA1001,Recording,I work steadily all semester,Style 3,High
20.0,0.0,4.1,370.0,20.0,120.0,5.0,1.0,6.0,0.0,15.0,7.0,100.0,7.0,370.0,0.0,4.878048780487806,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 2,Low
22.0,0.0,6.25,589.0,10.0,120.0,0.0,0.0,6.0,0.0,30.0,2.0,80.0,2.0,589.0,0.0,1.6,Male,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,High
19.0,13.5,2.4,0.0,32.0,150.0,0.0,0.0,12.0,1.0,100.0,2.0,100.0,0.0,0.0,13.5,13.333333333333334,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,Average
19.0,15.0,5.5,0.0,2.0,130.0,0.0,10.0,7.0,1.0,90.0,6.0,85.0,9.0,0.0,1.6666666666666667,0.36363636363636365,Male,Single,Yes,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,Average
18.0,0.0,8.0,0.0,30.0,160.0,20.0,3.0,14.0,0.0,10.0,10.0,4.0,14.0,0.0,0.0,3.75,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,12.0,4.5,0.0,6.0,110.0,0.0,8.0,9.0,1.0,90.0,2.0,80.0,1.0,0.0,12.0,1.3333333333333333,Female,Single,No,Domestic,DATA1001,Recording,I leave things to the last minute,Style 2,Low
19.0,0.0,0.1,473.0,30.0,110.0,0.0,1.0,3.0,0.0,15.0,7.0,20.0,12.0,473.0,0.0,33.333333333333336,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
21.0,0.0,4.8,773.5,2.0,80.0,0.0,0.0,9.0,3.0,10.0,5.0,100.0,3.0,773.5,0.0,0.4166666666666667,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,High
18.0,0.0,7.15,0.0,8.0,110.0,5.0,0.0,5.0,0.0,35.0,3.0,90.0,6.0,0.0,0.0,1.1188811188811187,Female,Single,No,Domestic,DATA1001,Lecture Slides,It changes depending on the subject,Style 1,Average
18.0,28.0,1.5,0.0,10.0,150.0,20.0,10.0,17.0,1.0,35.0,6.0,50.0,2.0,0.0,14.0,6.666666666666667,Male,In a relationship,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
19.0,3.0,3.0,200.0,20.0,150.0,3.0,10.0,25.0,0.0,5.0,4.0,90.0,5.0,66.66666666666667,0.6,6.666666666666667,Female,In a relationship,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,High
20.0,42.0,3.0,500.0,10.0,120.0,0.0,1.0,4.0,0.0,15.0,6.0,75.0,25.0,11.904761904761905,1.68,3.3333333333333335,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
19.0,0.0,2.33,0.0,50.0,150.0,0.0,0.0,10.0,1.0,90.0,6.0,95.0,3.0,0.0,0.0,21.459227467811157,Male,Single,No,Domestic,DATA1001,Recording,I leave things to the last minute,Style 1,High
20.0,0.0,3.0,430.0,10.0,120.0,0.0,0.0,7.0,0.0,15.0,5.0,85.0,3.0,430.0,0.0,3.3333333333333335,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
19.0,0.0,1.37,200.0,3.0,110.0,0.0,5.0,20.0,0.0,60.0,1.0,95.0,5.0,200.0,0.0,2.18978102189781,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,High
18.0,0.0,2.0,0.0,70.0,120.0,1.0,10.0,5.0,0.0,70.0,2.0,100.0,25.0,0.0,0.0,33.333333333333336,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
28.0,12.0,0.75,0.0,5.0,130.0,0.0,0.0,20.0,6.0,60.0,3.0,80.0,6.0,0.0,2.0,6.666666666666667,Female,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
20.0,0.0,5.29,1135.4000000000087,5.0,150.0,0.0,1.0,3.0,3.0,15.0,2.0,80.0,5.0,1000.0,0.0,0.945179584120983,Female,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,Low
19.0,14.0,1.25,0.0,1.0,120.0,13.0,0.0,9.0,3.0,70.0,2.0,80.0,4.0,0.0,3.5,0.8,Female,In a relationship,Yes,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Low
18.0,0.0,3.125,529.0,15.0,140.0,2.0,1.0,3.0,0.0,18.0,8.0,80.0,7.0,529.0,0.0,4.8,Male,Its complicated,No,International,DATA1901,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,0.0,3.0,0.0,0.0,160.0,10.0,0.0,6.0,1.0,120.0,2.0,85.0,4.0,0.0,0.0,0.0,Male,In a relationship,Prefer not to say,Domestic,DATA1001,Lecture Slides,It changes depending on the subject,Style 1,High
18.0,0.0,5.5,600.0,8.0,120.0,0.0,4.0,10.0,0.0,20.0,5.0,70.0,4.0,600.0,0.0,1.4545454545454546,Female,Single,No,Domestic,DATA1901,Live in the Lecture Theatre,It changes depending on the subject,Style 2,High
20.0,40.0,6.0,400.0,8.0,140.0,0.0,3.0,2.0,0.0,60.0,8.0,85.0,4.0,10.0,10.0,1.3333333333333333,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,High
19.0,2.0,1.46,260.0,10.0,120.0,5.0,0.0,4.0,0.0,30.0,7.0,90.0,4.0,130.0,0.5,6.8493150684931505,Female,Single,No,International,DATA1901,Recording,I work steadily all semester,Style 1,High
20.0,71.18000000000029,1.12,0.0,2.0,130.0,2.0,0.0,10.0,4.0,75.0,4.0,85.0,5.0,0.0,14.236000000000057,1.7857142857142856,Female,Its complicated,No,Domestic,DATA1001,Lecture Slides,I work steadily all semester,Style 3,Average
21.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.41,1.0,1.0,1.0,1.0,Prefer not to say,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,High
21.0,0.0,1.25,799.0,4.0,130.0,0.0,0.0,6.0,3.0,26.0,6.0,50.0,8.0,799.0,0.0,3.2,Male,Single,No,International,DATA1001,Recording,I work steadily all semester,Style 2,Average
20.0,0.0,4.0,550.0,10.0,130.0,10.0,7.0,6.0,8.0,12.0,6.0,80.0,20.0,550.0,0.0,2.5,Male,In a relationship,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1,Low
17.0,21.0,2.1,0.0,2.0,90.0,0.0,0.0,8.0,0.0,90.0,3.0,70.0,3.0,0.0,7.0,0.9523809523809523,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,High
20.0,21.0,5.0,300.0,8.0,200.0,0.0,10.0,4.0,1.0,30.0,4.0,75.0,6.0,14.285714285714286,3.5,1.6,Male,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,0.0,4.3,700.0,3.0,80.0,0.0,0.0,5.0,0.0,60.0,7.0,80.0,7.0,700.0,0.0,0.6976744186046512,Prefer not to say,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,High
18.0,4.0,4.5,0.0,10.0,130.0,0.0,4.0,12.0,2.0,40.0,5.0,80.0,2.0,0.0,2.0,2.2222222222222223,Female,Single,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Low
19.0,4.0,2.82,0.0,10.0,130.0,50.0,0.0,3.0,1.0,80.0,4.0,85.0,3.0,0.0,1.3333333333333333,3.546099290780142,Male,Single,No,Domestic,DATA1001,Recording,I leave things to the last minute,Style 2,Low
20.0,30.0,4.0,600.0,6.0,120.0,0.0,0.0,4.0,1.0,30.0,4.0,80.0,18.0,20.0,1.6666666666666667,1.5,Male,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 1,Average
19.0,18.0,8.0,500.0,3.0,120.0,0.0,21.0,3.0,2.0,20.0,10.0,60.0,6.0,27.77777777777778,3.0,0.375,Male,In a relationship,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1,High
18.0,14.0,5.2,0.0,0.0,110.0,3.0,0.0,3.0,0.0,100.0,10.0,100.0,1.0,0.0,14.0,0.0,Male,Its complicated,Yes,Domestic,DATA1901,Lecture Slides,I work steadily all semester,Style 1,Low
18.0,0.0,9.25,0.0,0.0,40.0,0.0,0.0,1.0,0.0,65.0,1.0,100.0,3.0,0.0,0.0,0.0,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,0.0,7.21,0.0,10.0,140.0,100.0,3.0,8.0,0.0,10.0,5.0,100.0,2.0,0.0,0.0,1.3869625520110958,Female,Its complicated,Yes,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,High
19.0,35.0,10.0,400.0,10.0,50.0,0.0,0.0,3.0,0.0,20.0,4.0,90.0,5.0,11.428571428571429,7.0,1.0,Female,In a relationship,No,International,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,Average
18.0,25.0,3.0,0.0,0.0,130.0,0.0,0.0,5.0,1.0,40.0,6.0,75.0,4.0,0.0,6.25,0.0,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Average
18.0,0.0,6.5,0.0,0.0,40.0,0.0,0.0,1.0,0.0,75.0,0.0,100.0,3.0,0.0,0.0,0.0,Female,Single,No,Domestic,DATA1001,Recording,I leave things to the last minute,Style 2,High
20.0,0.0,0.32,0.0,15.0,110.0,1.0,1.0,8.0,0.0,35.0,6.0,80.0,4.0,0.0,0.0,33.333333333333336,Male,Its complicated,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Low
19.0,56.0,6.25,900.0,50.0,260.0,1.0,0.0,5.0,0.0,30.0,8.0,100.0,6.0,16.071428571428573,9.333333333333334,8.0,Male,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,20.0,6.0,469.0,10.0,120.0,0.0,5.0,8.0,0.0,20.0,3.0,10.0,2.0,23.45,10.0,1.6666666666666667,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,Average
19.0,0.0,4.0,305.0,100.0,180.0,0.0,0.0,27.0,3.0,20.0,5.0,100.0,2.0,305.0,0.0,25.0,Male,Its complicated,No,International,DATA1001,Recording,I work steadily all semester,Style 1,High
18.0,0.0,1.5,450.0,0.0,120.0,0.0,0.0,7.0,0.0,25.0,8.0,100.0,3.0,450.0,0.0,0.0,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,High
18.0,0.0,5.2,0.0,2.0,120.0,0.0,0.0,5.0,1.0,60.0,1.0,70.0,4.0,0.0,0.0,0.3846153846153846,Male,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,Average
18.0,10.0,6.0,535.0,2.0,140.0,100.0,1.0,14.0,0.0,30.0,4.0,85.0,6.0,53.5,1.6666666666666667,0.3333333333333333,Female,In a relationship,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,Average
18.0,9.0,1.25,0.0,10.0,120.0,0.0,0.0,3.0,1.0,100.0,3.0,85.0,0.0,0.0,9.0,8.0,Female,Single,No,Domestic,DATA1901,Recording,It changes depending on the subject,Style 3,Low
18.0,7.75,8.0,1135.4000000000087,30.0,70.0,2.0,1.0,7.0,1.0,20.0,2.0,80.0,2.0,146.50322580645275,3.875,3.75,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,11.0,4.25,0.0,9.0,200.0,0.0,0.0,6.0,0.0,67.0,1.0,87.0,3.0,0.0,3.6666666666666665,2.1176470588235294,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 2,Average
18.0,0.0,2.12,0.0,5.0,120.0,10.0,7.0,3.0,0.0,40.0,6.0,85.0,3.0,0.0,0.0,2.3584905660377355,Female,In a relationship,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Average
18.0,0.0,4.25,460.0,5.0,120.0,0.0,0.0,4.0,0.0,25.0,6.0,90.0,5.0,460.0,0.0,1.1764705882352942,Male,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,Average
18.0,0.0,5.0,380.0,7.0,210.0,2.0,20.0,11.0,0.0,40.0,8.0,93.0,10.0,380.0,0.0,1.4,Male,Single,No,International,DATA1901,Live in the Lecture Theatre,I work steadily all semester,Style 1,Low
19.0,0.0,4.0,650.0,6.0,100.0,0.0,0.0,2.0,0.0,60.0,8.0,80.0,6.0,650.0,0.0,1.5,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,High
25.0,0.0,3.0,0.0,0.0,180.0,15.0,0.0,9.0,2.0,35.0,8.0,85.0,3.0,0.0,0.0,0.0,Male,Its complicated,Yes,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
17.0,0.0,4.3,430.0,30.0,180.0,1.0,0.0,3.0,0.0,60.0,8.0,10.0,2.0,430.0,0.0,6.976744186046512,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,28.0,3.24,0.0,10.0,240.0,5.0,4.0,15.0,2.0,42.0,3.0,75.0,2.0,0.0,14.0,3.0864197530864197,Female,In a relationship,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Average
18.0,10.0,1.25,0.0,11.0,170.0,40.0,2.0,7.0,0.0,50.0,7.0,90.0,7.0,0.0,1.4285714285714286,8.8,Male,In a relationship,Yes,Domestic,DATA1901,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
18.0,0.0,10.2,0.0,9.0,140.0,1.0,15.0,16.0,0.0,80.0,2.0,70.0,0.0,0.0,0.0,0.8823529411764707,Male,Single,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
19.0,0.0,1.38,0.0,2.0,80.0,5.0,0.0,17.0,1.0,40.0,6.0,85.0,3.0,0.0,0.0,1.4492753623188408,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Low
18.0,0.0,2.4,0.0,10.0,0.0,0.0,0.0,2.0,0.0,30.0,6.0,80.0,3.0,0.0,0.0,4.166666666666667,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
21.0,9.0,5.0,350.0,10.0,150.0,1.0,2.0,9.0,1.0,45.0,10.0,100.0,4.0,38.888888888888886,2.25,2.0,Female,In a relationship,Prefer not to say,Domestic,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 1,High
18.0,0.5,1.5,0.0,11.0,120.0,0.0,0.0,5.0,0.0,45.0,0.0,90.0,12.0,0.0,0.041666666666666664,7.333333333333333,Female,Single,No,International,DATA1001,Lecture Slides,I leave things to the last minute,Style 2,Low
20.0,0.0,8.87,689.0,5.0,130.0,4.0,0.0,11.0,0.0,20.0,7.0,85.0,6.0,689.0,0.0,0.5636978579481399,Male,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Average
18.0,20.0,2.1,0.0,30.0,90.0,0.0,0.0,5.0,1.0,70.0,9.0,85.0,10.0,0.0,2.0,14.285714285714285,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Average
18.0,0.0,5.0,230.0,6.0,0.0,0.0,0.0,3.0,0.0,45.0,5.0,95.0,7.0,230.0,0.0,1.2,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,High
19.0,0.0,2.0,785.0,5.0,40.0,0.0,1.0,3.0,0.0,30.0,7.0,90.0,8.0,785.0,0.0,2.5,Male,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,2.0,7.0,0.0,15.0,120.0,4.0,10.0,5.0,0.0,65.0,4.0,80.0,3.0,0.0,0.6666666666666666,2.142857142857143,Male,Single,Prefer not to say,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
19.0,2.0,10.0,530.0,5.0,200.0,6.0,2.0,4.0,4.0,30.0,6.0,85.0,5.0,265.0,0.4,0.5,Female,In a relationship,No,International,DATA1001,Recording,I leave things to the last minute,Style 3,High
