age,hours_work,social_media_use,rent,friends_count,highest_speed,dates,standard_drinks,countries,semesters,commute,data_interest,mark_goal,hours_studying,financial_pressure,work_study_ratio,social_engagement,gender,relationship_status,drug_use_ans,student_type,mainstream_advanced,lecture_mode,study_type,learner_style,stress_category
18.0,24.5,4.0,0.0,5.0,120.0,0.0,10.0,5.0,1.0,45.0,7.0,95.0,3.0,0.0,8.166666666666666,1.25,Male,Single,Yes,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,High
18.0,8.0,22.5,0.0,2.0,50.0,32.0,0.0,5.0,1.0,20.0,5.0,70.0,3.0,0.0,2.6666666666666665,0.08888888888888889,Female,Its complicated,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Average
18.0,18.0,8.19,0.0,8.0,90.0,2.0,5.0,8.0,1.0,40.0,2.0,100.0,2.0,0.0,9.0,0.9768009768009769,Female,Its complicated,No,Domestic,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 2,High
18.0,6.25,3.5,0.0,10.0,110.0,2.0,0.0,2.0,0.0,65.0,5.0,100.0,3.0,0.0,2.0833333333333335,2.857142857142857,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 2,High
20.0,10.0,6.0,719.0,6.0,0.0,2.0,1.0,10.0,0.0,10.0,6.0,99.0,7.0,71.9,1.4285714285714286,1.0,Male,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,Average
17.0,0.0,3.0,0.0,5.0,90.0,0.0,0.0,4.0,0.0,40.0,3.0,90.0,3.0,0.0,0.0,1.6666666666666667,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
19.0,0.0,5.3,815.0,10.0,110.0,15.0,5.0,3.0,0.0,15.0,6.0,77.0,15.0,815.0,0.0,1.8867924528301887,Male,Its complicated,No,International,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 3,Low
24.0,0.0,0.75,325.0,3.0,140.0,4.0,48.0,15.0,3.0,27.0,10.0,90.0,2.0,325.0,0.0,4.0,Male,In a relationship,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
18.0,0.0,3.0,700.0,50.0,140.0,4.0,25.0,6.0,0.0,5.0,0.0,80.0,2.0,700.0,0.0,16.666666666666668,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
22.0,0.0,4.34,549.0,2.0,196.0,3.0,0.0,12.0,0.0,15.0,8.0,75.0,2.0,549.0,0.0,0.4608294930875576,Male,In a relationship,No,International,DATA1001,Recording,I work steadily all semester,Style 3,Low
18.0,4.0,2.0,520.0,20.0,120.0,4.0,4.0,7.0,1.0,15.0,8.0,90.0,8.0,130.0,0.5,10.0,Male,Single,No,International,DATA1901,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
18.0,14.0,6.27,0.0,0.0,110.0,0.0,2.0,8.0,0.0,120.0,5.0,51.0,6.0,0.0,2.3333333333333335,0.0,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 2,Average
18.0,17.0,6.5,0.0,3.0,200.0,0.0,0.0,5.0,1.0,45.0,1.0,85.0,2.0,0.0,8.5,0.46153846153846156,Female,Single,Prefer not to say,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Low
20.0,0.0,3.0,0.0,10.0,100.0,0.0,3.0,10.0,1.0,15.0,5.0,75.0,10.0,0.0,0.0,3.3333333333333335,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
19.0,0.0,3.43,640.0,1.0,160.0,0.0,0.0,11.0,1.0,10.0,6.0,90.0,2.0,640.0,0.0,0.29154518950437314,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 3,High
18.0,0.0,7.28,0.0,5.0,100.0,0.0,0.0,2.0,0.0,95.0,4.0,90.0,2.0,0.0,0.0,0.6868131868131868,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
19.0,5.0,6.28,0.0,13.0,120.0,4.0,0.0,3.0,2.0,35.0,2.0,80.0,2.0,0.0,2.5,2.0700636942675157,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
19.0,2.0,0.0,0.0,2.0,0.0,5.0,0.0,6.0,0.0,15.0,8.0,80.0,4.0,0.0,0.5,2.0,Female,In a relationship,No,International,DATA1001,Lecture Slides,I work steadily all semester,Style 1,High
19.0,0.0,16.3,600.0,14.0,120.0,0.0,7.0,10.0,0.0,30.0,0.0,70.0,7.0,600.0,0.0,0.8588957055214723,Female,In a relationship,No,International,DATA1001,Recording,I leave things to the last minute,Style 2,High
20.0,14.0,0.45,0.0,0.0,140.0,80.0,0.0,4.0,3.0,30.0,4.0,100.0,10.0,0.0,1.4,0.0,Male,In a relationship,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Average
18.0,0.0,3.0,275.0,6.0,190.0,0.0,0.0,8.0,0.0,50.0,8.0,95.0,5.0,275.0,0.0,2.0,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
18.0,10.0,6.0,0.0,10.0,140.0,5.0,2.0,8.0,0.0,40.0,4.0,70.0,5.0,0.0,2.0,1.6666666666666667,Male,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,High
19.0,0.0,1.33,0.0,13.0,110.0,0.0,0.0,20.0,3.0,100.0,6.0,76.0,4.0,0.0,0.0,9.774436090225564,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,9.5,1.0,0.0,15.0,120.0,0.0,0.0,6.0,0.0,65.0,7.0,90.0,5.0,0.0,1.9,15.0,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
20.0,0.0,5.19,475.0,5.0,230.0,10.0,0.0,1.0,0.0,10.0,7.0,95.0,5.0,475.0,0.0,0.9633911368015413,Male,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
18.0,0.0,7.75,0.0,25.0,150.0,2.0,0.0,2.0,0.0,10.0,8.0,100.0,6.0,0.0,0.0,3.225806451612903,Male,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
19.0,0.0,6.0,400.0,20.0,120.0,2.0,3.0,2.0,0.0,6.0,5.0,90.0,3.0,400.0,0.0,3.3333333333333335,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
19.0,4.0,6.0,392.0,7.0,110.0,4.0,0.0,2.0,1.0,5.0,6.0,100.0,5.0,98.0,0.8,1.1666666666666667,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Low
18.0,20.0,9.0,600.0,9.0,105.0,0.0,0.0,3.0,1.0,40.0,0.0,70.0,6.0,30.0,3.3333333333333335,1.0,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,High
18.0,40.0,0.75,739.0,10.0,0.0,0.0,0.0,4.0,0.0,15.0,6.0,100.0,8.0,18.475,5.0,13.333333333333334,Male,Single,No,International,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 2,High
19.0,0.0,2.25,0.0,9.0,268.3600000000006,1.0,10.0,5.0,0.0,90.0,7.0,90.0,3.0,0.0,0.0,4.0,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Average
19.0,15.0,4.5,0.0,2.0,120.0,0.0,0.0,24.0,0.0,30.0,3.0,85.0,2.0,0.0,7.5,0.4444444444444444,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
19.0,5.0,1.0,0.0,4.0,50.0,0.0,0.0,8.0,1.0,40.0,7.0,90.0,4.0,0.0,1.25,4.0,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,Average
18.0,5.0,5.3,672.0,5.0,125.0,0.0,2.0,5.0,0.0,15.0,8.0,99.0,2.0,134.4,2.5,0.9433962264150944,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
19.0,0.0,3.0,770.0,2.0,150.0,0.0,0.0,4.0,1.0,30.0,3.0,60.0,4.0,770.0,0.0,0.6666666666666666,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 3,Average
20.0,0.0,7.5,1135.4000000000087,10.0,150.0,3.0,0.0,3.0,1.0,10.0,8.0,90.0,3.0,1000.0,0.0,1.3333333333333333,Male,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 1,High
18.0,0.0,22.5,0.0,5.0,148.0,13.0,45.0,8.0,0.0,1.0,8.0,80.0,10.0,0.0,0.0,0.2222222222222222,Male,Its complicated,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
19.0,0.0,3.15,0.0,50.0,120.0,5.0,10.0,8.0,1.0,5.0,2.0,50.0,3.0,0.0,0.0,15.873015873015873,Female,In a relationship,Yes,Domestic,DATA1001,Recording,I work steadily all semester,Style 2,Average
19.0,0.0,6.0,739.0,10.0,150.0,5.0,7.0,2.0,1.0,15.0,4.0,70.0,8.0,739.0,0.0,1.6666666666666667,Male,Its complicated,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,Average
18.0,17.0,3.5,0.0,13.0,90.0,1.0,0.0,14.0,0.0,65.0,2.0,100.0,3.0,0.0,5.666666666666667,3.7142857142857144,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Low
20.0,10.0,4.87,420.0,3.0,40.0,0.0,0.0,2.0,6.0,40.0,8.0,75.0,5.0,42.0,2.0,0.6160164271047228,Male,Single,No,International,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,High
19.0,40.0,22.5,200.8,0.0,0.0,0.0,4.3,6.0,8.3,5.0,4.0,50.0,25.0,5.0200000000000005,1.6,0.0,Female,Its complicated,Prefer not to say,International,DATA1901,Other,It changes depending on the subject,Style 3,Low
18.0,1.0,0.0,0.0,2.0,100.0,0.0,0.0,4.0,0.0,95.0,7.0,95.0,3.0,0.0,0.3333333333333333,2.0,Male,Single,No,Domestic,DATA1901,Recording,I work steadily all semester,Style 3,Low
21.0,0.0,2.0,135.0,12.0,145.0,15.0,5.0,3.0,4.0,15.0,6.0,80.0,2.0,135.0,0.0,6.0,Female,Single,Yes,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Low
17.0,7.0,4.5,0.0,1.0,120.0,1.0,0.0,5.0,0.0,40.0,5.0,100.0,4.0,0.0,1.75,0.2222222222222222,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Low
21.0,0.0,5.0,0.0,20.0,70.0,1.0,0.0,10.0,3.0,30.0,7.0,85.0,5.0,0.0,0.0,4.0,Female,Single,No,International,DATA1001,Recording,I work steadily all semester,Style 3,Low
19.0,6.0,5.0,0.0,5.0,90.0,3.0,0.0,3.0,0.0,60.0,6.0,100.0,5.0,0.0,1.2,1.0,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 1,Average
20.0,9.0,3.5,0.0,32.0,268.3600000000006,30.0,48.590000000000146,4.0,3.0,30.0,9.0,87.0,20.0,0.0,0.45,9.142857142857142,Male,In a relationship,Prefer not to say,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Low
17.0,0.0,5.0,0.0,7.0,120.0,0.0,0.0,8.0,0.0,50.0,6.0,70.0,6.0,0.0,0.0,1.4,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2,Low
17.0,0.0,5.3,0.0,5.0,160.0,4.0,11.0,15.0,0.0,65.0,4.0,85.0,3.0,0.0,0.0,0.9433962264150944,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
18.0,0.0,8.29,450.0,15.0,120.0,10.0,7.0,7.0,0.0,25.0,8.0,90.0,2.0,450.0,0.0,1.8094089264173705,Male,Single,No,International,DATA1901,Live in the Lecture Theatre,It changes depending on the subject,Style 1,High
18.0,2.0,4.0,0.0,3.0,120.0,5.0,7.0,15.0,0.0,10.0,2.0,70.0,5.0,0.0,0.4,0.75,Female,In a relationship,Yes,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,Low
18.0,7.0,6.5,0.0,5.0,120.0,0.0,1.0,6.0,1.0,100.0,6.0,90.0,1.0,0.0,7.0,0.7692307692307693,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,0.0,2.25,625.0,8.0,140.0,0.0,0.0,8.0,0.0,20.0,6.0,90.0,6.0,625.0,0.0,3.5555555555555554,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 1,Average
17.0,4.0,2.4,0.0,7.0,110.0,14.0,0.0,2.0,0.0,45.0,3.0,100.0,1.0,0.0,4.0,2.916666666666667,Male,In a relationship,No,Domestic,DATA1001,Lecture Slides,It changes depending on the subject,Style 1,Average
19.0,0.0,7.3,0.0,1.0,120.0,1.0,0.0,1.0,0.0,30.0,6.0,80.0,5.0,0.0,0.0,0.136986301369863,Male,In a relationship,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,High
21.0,20.0,22.5,878.0,7.0,110.0,2.0,10.0,12.0,2.0,20.0,7.0,85.0,10.0,43.9,2.0,0.3111111111111111,Male,Single,No,International,DATA1001,Recording,I work steadily all semester,Style 1,Low
24.0,6.0,2.0,0.0,1.0,130.0,0.0,0.0,8.0,10.0,60.0,10.0,100.0,1.0,0.0,6.0,0.5,Male,Single,No,Domestic,DATA1001,Lecture Slides,I work steadily all semester,Style 3,Average
26.0,0.0,5.0,550.0,2.0,160.0,1.0,1.6,8.0,6.0,40.0,7.0,85.0,4.0,550.0,0.0,0.4,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,High
18.0,0.0,3.0,0.0,14.0,120.0,37.0,0.0,5.0,0.0,83.0,0.0,70.0,2.0,0.0,0.0,4.666666666666667,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,Low
21.0,0.0,2.95,460.0,9.0,90.0,0.0,2.0,11.0,3.0,45.0,5.0,75.0,2.0,460.0,0.0,3.0508474576271185,Female,Single,No,International,DATA1001,Lecture Slides,I leave things to the last minute,Style 2,High
18.0,0.0,4.0,0.0,6.0,150.0,15.0,5.0,4.0,0.0,90.0,4.0,90.0,2.0,0.0,0.0,1.5,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 2,High
19.0,0.0,6.5,0.0,16.0,125.0,2.0,6.0,4.0,1.0,50.0,5.0,95.0,3.0,0.0,0.0,2.4615384615384617,Female,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
18.0,16.0,5.0,0.0,4.0,90.0,15.0,0.0,3.0,0.0,45.0,5.0,70.0,3.0,0.0,5.333333333333333,0.8,Female,In a relationship,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
19.0,0.0,5.95,699.0,4.0,120.0,1.0,0.0,2.0,0.0,30.0,7.0,80.0,4.0,699.0,0.0,0.6722689075630252,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I leave things to the last minute,Style 1,Low
17.0,5.0,6.34,0.0,11.0,0.0,0.0,0.0,4.0,0.0,45.0,7.0,75.0,14.0,0.0,0.35714285714285715,1.7350157728706626,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,High
17.0,3.75,2.0,0.0,5.0,160.0,0.0,0.0,4.0,0.0,120.0,8.0,100.0,4.0,0.0,0.9375,2.5,Male,In a relationship,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
18.0,0.0,5.3,600.0,10.0,0.0,0.0,0.0,13.0,0.0,30.0,8.0,100.0,3.0,600.0,0.0,1.8867924528301887,Female,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
21.0,0.0,11.3,650.0,4.0,0.0,20.0,5.0,4.0,4.0,30.0,6.0,80.0,15.0,650.0,0.0,0.35398230088495575,Female,In a relationship,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3,High
19.0,10.0,3.0,500.0,12.0,87.0,0.0,0.0,17.0,0.0,30.0,8.0,99.0,5.0,50.0,2.0,4.0,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,High
18.0,8.0,2.4,0.0,10.0,120.0,0.0,4.0,10.0,2.0,15.0,5.0,99.0,4.0,0.0,2.0,4.166666666666667,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Average
19.0,25.0,3.5,50.0,20.0,120.0,1.0,5.0,4.0,1.0,10.0,4.0,70.0,2.0,2.0,12.5,5.714285714285714,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,High
18.0,20.0,2.3,650.0,7.0,80.0,0.0,2.0,2.0,0.0,30.0,7.0,80.0,5.0,32.5,4.0,3.0434782608695654,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
17.0,0.0,4.0,0.0,4.0,140.0,0.0,0.0,30.0,0.0,40.0,4.0,90.0,3.0,0.0,0.0,1.0,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Low
18.0,0.0,3.14,390.0,5.0,200.0,0.0,0.0,5.0,1.0,20.0,8.0,100.0,10.0,390.0,0.0,1.592356687898089,Male,Single,No,International,DATA1901,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Average
18.0,0.0,4.25,710.0,6.0,110.0,2.0,0.0,3.0,0.0,75.0,7.0,85.0,4.0,710.0,0.0,1.411764705882353,Male,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,Average
18.0,2.0,3.5,0.0,7.0,100.0,0.0,0.0,4.0,0.0,35.0,2.0,75.0,3.0,0.0,0.6666666666666666,2.0,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Average
18.0,0.0,3.0,0.0,10.0,110.0,20.0,8.0,5.0,0.0,60.0,8.0,90.0,10.0,0.0,0.0,3.3333333333333335,Male,Its complicated,No,Domestic,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1,Low
18.0,0.0,5.0,400.0,5.0,0.0,0.0,0.0,8.0,0.0,20.0,4.0,100.0,5.0,400.0,0.0,1.0,Female,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
20.0,0.0,7.0,320.0,5.0,170.0,10.0,4.0,0.0,0.0,45.0,5.0,65.0,12.0,320.0,0.0,0.7142857142857143,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,Average
18.0,1.0,3.15,0.0,10.0,130.0,0.0,0.0,30.0,0.0,70.0,4.0,85.0,3.0,0.0,0.3333333333333333,3.174603174603175,Female,Single,No,Domestic,DATA1901,Recording,It changes depending on the subject,Style 3,Average
19.0,0.0,2.0,0.0,5.0,200.0,0.0,20.0,10.0,2.0,20.0,2.0,80.0,2.0,0.0,0.0,2.5,Male,Single,No,International,DATA1001,Recording,I leave things to the last minute,Style 1,High
17.0,0.0,1.0,0.0,2.0,100.0,0.0,0.0,6.0,0.0,40.0,7.0,70.0,2.0,0.0,0.0,2.0,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 2,Average
18.0,0.0,7.25,0.0,15.0,100.0,0.0,0.0,8.0,0.0,60.0,3.0,80.0,5.0,0.0,0.0,2.0689655172413794,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Average
17.0,6.0,5.6,0.0,4.0,90.0,1.0,0.0,5.0,0.0,50.0,6.0,70.0,6.0,0.0,1.0,0.7142857142857143,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 1,Average
20.0,0.0,5.0,633.5,5.0,130.0,2.0,0.0,3.0,0.0,15.0,9.0,100.0,10.0,633.5,0.0,1.0,Male,Its complicated,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,High
20.0,5.0,7.0,300.0,10.0,150.0,30.0,1.0,2.0,0.0,30.0,8.0,90.0,5.0,60.0,1.0,1.4285714285714286,Male,In a relationship,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
19.0,20.0,3.29,0.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,5.0,85.0,3.0,0.0,6.666666666666667,0.0,Male,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
18.0,0.0,4.0,0.0,3.0,120.0,0.0,0.0,5.0,1.0,70.0,8.0,75.0,5.0,0.0,0.0,0.75,Male,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,Average
18.0,0.0,3.9,300.0,4.0,150.0,0.0,0.0,7.0,0.0,60.0,4.0,80.0,1.0,300.0,0.0,1.0256410256410258,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
22.0,28.0,3.0,600.0,10.0,0.0,10.0,7.0,5.0,2.0,40.0,7.0,80.0,5.0,21.428571428571427,5.6,3.3333333333333335,Male,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,High
18.0,0.0,2.5,0.0,15.0,115.0,2.0,20.0,11.0,0.0,10.0,4.0,80.0,5.0,0.0,0.0,6.0,Female,Single,Yes,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 2,Average
19.0,5.0,0.5,0.0,3.0,140.0,0.0,0.0,10.0,0.0,45.0,7.0,90.0,0.0,0.0,5.0,6.0,Male,Single,No,Domestic,DATA1001,Lecture Slides,It changes depending on the subject,Style 1,Low
18.0,0.0,4.5,720.0,25.0,220.0,0.0,0.0,20.0,0.0,25.0,6.0,100.0,4.0,720.0,0.0,5.555555555555555,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 2,Average
23.0,30.0,8.0,850.0,5.0,120.0,100.0,2.0,7.0,3.0,10.0,5.0,100.0,5.0,28.333333333333332,6.0,0.625,Female,In a relationship,No,International,DATA1001,Lecture Slides,It changes depending on the subject,Style 2,Low
19.0,20.0,7.0,400.0,10.0,120.0,0.0,7.0,4.0,0.0,30.0,5.0,60.0,3.0,20.0,6.666666666666667,1.4285714285714286,Male,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,Average
21.0,12.0,2.3,460.0,4.0,0.0,2.0,0.0,4.0,4.0,20.0,6.0,78.0,6.0,38.333333333333336,2.0,1.7391304347826089,Male,In a relationship,No,International,DATA1001,Recording,It changes depending on the subject,Style 3,High
30.0,10.0,1.3,0.0,0.0,120.0,1.0,0.0,5.0,4.0,80.0,5.0,85.0,2.0,0.0,5.0,0.0,Female,Single,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 2,Average
18.0,0.0,2.6,0.0,2.0,90.0,0.0,0.0,3.0,0.0,75.0,6.0,90.0,14.0,0.0,0.0,0.7692307692307692,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,High
20.0,71.18000000000029,4.5,150.0,2.0,110.0,0.0,0.0,1.0,0.0,1.3,5.0,95.0,10.0,2.10733352065186,7.118000000000029,0.4444444444444444,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Average
21.0,0.0,11.2,480.0,2.0,120.0,1.0,3.0,11.0,6.0,10.0,7.0,80.0,8.0,480.0,0.0,0.17857142857142858,Female,Single,No,International,DATA1001,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1,Average
20.0,0.0,5.0,0.0,10.0,60.0,0.0,10.0,8.0,8.0,70.0,7.0,2.41,10.0,0.0,0.0,2.0,Male,Single,No,International,DATA1001,Lecture Slides,I leave things to the last minute,Style 1,Low
18.0,10.0,7.52,0.0,4.0,130.0,0.0,1.0,7.0,0.0,20.0,4.0,80.0,3.0,0.0,3.3333333333333335,0.5319148936170213,Female,Single,No,International,DATA1001,Recording,It changes depending on the subject,Style 2,Low
18.0,3.0,4.0,0.0,5.0,100.0,0.0,2.0,9.0,0.0,50.0,7.0,90.0,1.0,0.0,3.0,1.25,Female,Single,No,Domestic,DATA1001,Lecture Slides,I work steadily all semester,Style 1,Low
17.0,13.25,4.0,3.0,7.0,140.0,3.0,30.0,15.0,0.0,30.0,5.0,100.0,4.0,0.22641509433962265,3.3125,1.75,Male,Single,Yes,Domestic,DATA1001,Recording,It changes depending on the subject,Style 1,Average
18.0,0.0,2.0,0.0,2.0,100.0,20.0,0.0,3.0,0.0,90.0,2.0,80.0,1.0,0.0,0.0,1.0,Female,Single,No,Domestic,DATA1001,Live Stream from Lecture Theatre,I work steadily all semester,Style 3,High
20.0,0.0,4.0,0.0,3.0,160.0,3.0,12.0,4.0,4.0,9.0,7.0,95.0,4.0,0.0,0.0,0.75,Male,Single,Yes,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,Average
18.0,15.0,5.5,0.0,15.0,120.0,0.0,0.0,30.0,0.0,20.0,5.0,80.0,3.0,0.0,5.0,2.727272727272727,Female,Single,No,Domestic,DATA1001,Recording,It changes depending on the subject,Style 3,High
18.0,0.0,4.0,0.0,14.0,120.0,2.0,0.0,7.0,0.0,30.0,3.0,95.0,2.0,0.0,0.0,3.5,Male,Its complicated,No,International,DATA1901,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
17.0,8.0,3.0,780.0,50.0,110.0,0.0,0.0,14.0,0.0,15.0,8.0,90.0,5.0,97.5,1.6,16.666666666666668,Male,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 3,Low
18.0,15.0,6.0,779.0,6.0,0.0,1.0,0.0,5.0,0.0,20.0,6.0,100.0,5.0,51.93333333333333,3.0,1.0,Male,Single,No,International,DATA1001,Live in the Lecture Theatre,I work steadily all semester,Style 2,High
17.0,8.0,2.3,0.0,9.0,90.0,0.0,0.0,4.0,0.0,50.0,10.0,100.0,2.0,0.0,4.0,3.91304347826087,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 1,Low
18.0,0.0,2.0,750.0,20.0,140.0,2.0,0.0,6.0,1.0,5.0,6.0,100.0,4.0,750.0,0.0,10.0,Female,Single,No,Domestic,DATA1001,Recording,I work steadily all semester,Style 3,Average
18.0,0.0,15.7,0.0,30.0,120.0,5.0,0.0,4.0,1.0,40.0,3.0,75.0,3.0,0.0,0.0,1.910828025477707,Female,In a relationship,No,Domestic,DATA1001,Lecture Slides,It changes depending on the subject,Style 2,Low
25.0,30.0,2.0,0.0,7.0,140.0,5.0,0.0,40.80000000000018,2.0,45.0,0.0,75.0,3.0,0.0,10.0,3.5,Female,Single,Prefer not to say,Domestic,DATA1001,Recording,I work steadily all semester,Style 1,High
18.0,0.0,1.47,0.0,5.0,120.0,0.0,0.0,2.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,3.4013605442176873,Female,Single,No,Domestic,DATA1001,Recording,I leave things to the last minute,Style 1,Average
19.0,2.0,4.25,0.0,6.0,115.0,0.0,0.0,5.0,1.0,40.0,3.0,90.0,5.0,0.0,0.4,1.411764705882353,Female,Single,No,Domestic,DATA1001,Live in the Lecture Theatre,It changes depending on the subject,Style 3,Low
20.0,10.0,5.0,300.0,10.0,120.0,10.0,0.0,6.0,0.0,20.0,6.0,85.0,2.0,30.0,5.0,2.0,Male,Single,No,International,DATA1001,Recording,I work steadily all semester,Style 2,Average
