cohort,consent,age,gender,country_of_birth,country_of_birth_5_TEXT,hours_work,social_media_use,rent,friends_count,stress,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest,mark_goal,hours_studying,lecture_mode,study_type,learner_style
2024S2,I consent to take part in the study,18,Male,Australia,,10,0.4,0,10,10,120,Its complicated,12,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,2,90,6,90,10,Recording,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,18,Male,Australia,,4.5,2,0,5,7,120,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1901,1,60,5,85,2,Recording,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,18,Female,Australia,,0,0.2,0,10,8,120,Single,0,1.3,3,Have you ever used recreational drugs?,No,Domestic,DATA1901,4,120,5,86,60,Recording,I leave things to the last minute,Style 2
2024S2,I consent to take part in the study,31,Male,Australia,,36,4,245,1,6,160,Single,20,25,11,Have you ever used recreational drugs?,Yes,Domestic,DATA1901,7,20,3,75,2,Recording,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,21,Female,Other Please Specify,japan,0,2.5,0,10,5,120,Single,0,0,8,Have you ever used recreational drugs?,No,International,DATA1901,0,80,7,80,3,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2024S2,I consent to take part in the study,18,Male,Other Please Specify,Taiwan,6,3.25,750,5,2,150,Single,0,6,5,Have you ever gotten high off recreational drugs?,No,International,DATA1901,0,20,6,80,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,18,Male,Australia,,7,3.9,0,7,3,130,In a relationship,4,4,6,Have you ever used recreational drugs?,No,Domestic,DATA1901,1,120,6,100,7,Recording,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,20,Male,China,,0,4,400,4,8,130,Its complicated,0,0,10,Have you ever gotten high off recreational drugs?,No,International,DATA1901,9,15,7,90,2,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,0,4.14,250,6,7,80,Single,1,3,3,Have you ever gotten high off recreational drugs?,No,International,DATA1901,0,15,8,80,10,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,24,Male,Australia,,12,3,0,0,3,140,In a relationship,10,0,1,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1901,1,50,8,85,7,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
2024S2,I consent to take part in the study,19,Female,China,,0,2.75,0,14,7,120,Single,0,0,7,Have you ever used recreational drugs?,No,Domestic,DATA1901,1,50,6,85,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,18,Male,Australia,,10.5,3,0,30,1,180,Single,13,0,15,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1901,1,65,7,90,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,18,Male,Australia,,7,4.25,0,20,3,110,Single,0,0,20,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,1,60,4,75,8,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,29,Male,China,,40,0,1020,0,9,110,Single,0,1,11,Have you ever used recreational drugs?,Yes,Domestic,DATA1901,7,20,9,95,3,Recording,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,18,Male,India,,0,3.45,225,0,5,150,Single,0,1,15,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,35,8,100,10,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,18,Male,Australia,,11.5,0.883,0,17,4,110,Single,1,2.5,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,1,50,6,90,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,18,Male,India,,0,3.125,529,15,4,140,Its complicated,2,1,3,Have you ever used recreational drugs?,No,International,DATA1901,0,18,8,80,7,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,18,Non-binary / third gender,China,,5.5,5.5,0,20,7,110,In a relationship,0,0.25,13,Have you ever used recreational drugs?,No,Domestic,DATA1901,1,65,1,90,5,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,21,Male,Australia,,4,1,0,40,5,165,In a relationship,14,0,30,Have you ever used recreational drugs?,No,Domestic,DATA1901,7,60,8,90,1,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,17,Female,Other Please Specify,Vietnam,0,5,400,20,5,120,Single,0,0,10,Have you ever gotten high off recreational drugs?,No,International,DATA1901,0,75,7,85,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,20,Female,Other Please Specify,South Africa,0,5.29,1200,5,1,150,Single,0,1,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,3,15,2,80,5,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,18,Male,China,,7,1,896,0,10,160,Single,0,0,7,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,10,100,10,Recording,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,21,Male,China,,0,6,700,5,7,140,Single,0,0,12,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,10,8,80,5,Recording,I work steadily all semester,Style 3
2024S2,I consent to take part in the study,22,Non-binary / third gender,Australia,,26,2,0,5,5,120,Its complicated,6,15,8,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,9,30,5,80,2,Live Stream from Lecture Theatre,I leave things to the last minute,Style 2
2024S2,I consent to take part in the study,18,Female,Australia,,0,3,0,10,2,120,Single,4,5,30,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,1,20,7,85,4,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,21,Male,China,,0,0.16,740,0,3,120,Single,0,0,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,3,25,4,70,2,Recording,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,18,Male,Australia,,2,0.75,0,4,3,140,Single,1,45,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,50,6,75,2,Recording,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,18,Male,Other Please Specify,Taiwan,0,6.11,520,2,8,180,In a relationship,3,0,12,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,18,3,70,10,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2024S2,I consent to take part in the study,19,Female,Australia,,10,4,0,50,3,160,In a relationship,20,10,10,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,1,5,2,65,2,Recording,I work steadily all semester,Style 3
2024S2,I consent to take part in the study,19,Female,China,,2,10.3,550,5,5,140,Single,0,7,6,Have you ever used recreational drugs?,No,International,DATA1001,3,15,5,82,5,Recording,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,25,Female,Other Please Specify,England,0,1.25,100,1,5,160,Single,4,0,6,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,3,60,3,70,3,Other,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,18,Female,China,,0,2,575,3,2,120,Single,0,4,6,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,15,6,85,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,18,Female,Australia,,0,1,0,8,9,120,Single,0,1,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,50,3,75,2,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
2024S2,I consent to take part in the study,19,Male,Other Please Specify,Mongolia,600,2.7,257,21,1,120,In a relationship,30,50,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,5,10,80,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,22,Male,China,,20,3,850,20,7,120,Its complicated,100,8,3,Have you ever gotten high off recreational drugs?,Prefer not to say,International,DATA1001,0,20,8,99,3,Other,I leave things to the last minute,Style 2
2024S2,I consent to take part in the study,21,Female,Australia,,50.5,3.5,0,4,4,120,Its complicated,2,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,7,45,2,60,3,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,19,Female,China,,60,10,500,2,6,140,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,6,99,30,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,19,Female,USA,,0,3,0,7,7,144,Single,2,7,4,Have you ever gotten high off recreational drugs?,Prefer not to say,International,DATA1001,2,5,2,65,3,Recording,I leave things to the last minute,Style 2
2024S2,I consent to take part in the study,20,Male,Australia,,14,0.45,0,0,4,140,In a relationship,80,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,3,30,4,100,10,Recording,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,22,Male,China,,30,1,500,1,8,120,Single,0,2,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,35,4,90,7,Lecture Slides,I leave things to the last minute,Style 3
2024S2,I consent to take part in the study,18,Male,Other Please Specify,Viet Nam,0,3.48,300,7,7,100,Single,0,2,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,40,7,85,15,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,19,Female,USA,,0,2.2,0,8,5,157.7,Its complicated,1,3,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,4,15,6,60,2,Lecture Slides,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,18,Male,Australia,,16,3.5,0,4,5,130,Single,1,5,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,60,1,85,3,Recording,I work steadily all semester,Style 3
2024S2,I consent to take part in the study,19,Male,Other Please Specify,South Korea,0,5,480,10,2,120,Single,2,2,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,20,0,85,10,Lecture Slides,I work steadily all semester,Style 2
2024S2,I consent to take part in the study,23,Female,China,,2,6,1500,10,8,60,Single,5,0,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,6,20,9,70,10,Recording,I leave things to the last minute,Style 3
2024S2,I consent to take part in the study,19,Female,Other Please Specify,Mongolia,0,6.36,0,4,10,140,Single,1,0,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,2,20,7,80,5,Live in the Lecture Theatre,I work steadily all semester,Style 2
2024S2,I consent to take part in the study,20,Male,China,,0,7,600,10,8,120,In a relationship,0,0,2,Have you ever used recreational drugs?,No,International,DATA1001,1.5,20,9,90,10,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,20,Female,China,,10,6,0,15,6,60,Single,7,3,20,Have you ever used recreational drugs?,No,International,DATA1001,1,15,2,50,3,Recording,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,23,Female,Australia,,0,4,0,3,1,120,In a relationship,20,0,7,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,3,86,6,85,6,Recording,I leave things to the last minute,Style 1
2024S2,I consent to take part in the study,18,Male,Australia,,0,6.4,0,4,2,110,Single,1,0,20,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,50,5,100,0,Live in the Lecture Theatre,I work steadily all semester,Style 3
2024S2,I consent to take part in the study,19,Female,China,,0,6.3,600,1,7,120,In a relationship,50,18,12,Have you ever used recreational drugs?,No,International,DATA1001,0,20,7,98,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2024S2,I consent to take part in the study,20,Male,China,,0,1.21,629,0,8,160,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,8,85,3,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,19,Male,Australia,,0,2.33,0,50,8,150,Single,0,0,10,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,90,6,95,3,Recording,I leave things to the last minute,Style 1
2024S2,I consent to take part in the study,19,Non-binary / third gender,Australia,,0,0.05,348,3,5,135,In a relationship,7,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,15,6,75,12,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,19,Female,Other Please Specify,Indonesia,0,8.10,725,2,7,100,Single,0,0,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,40,7,75,5,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2024S2,I consent to take part in the study,20,Female,Other Please Specify,Bangladesh ,0,5.65,285,4,7,140,In a relationship,12,0,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,7,80,14,Recording,I leave things to the last minute,Style 2
2024S2,I consent to take part in the study,18,Male,Other Please Specify,South Korea,0,3.35,475,20,1,0,Single,10,15,30,Have you ever used recreational drugs?,No,International,DATA1001,1,20,4,75,4,Lecture Slides,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,19,Female,Australia,,3,6,0,10,6,120,In a relationship,40,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,4,90,5,75,3,Recording,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,24,Male,Other Please Specify,Mongolia,20,1,210,5,8,150,Single,0,0,8,Have you ever gotten high off recreational drugs?,No,International,DATA1001,7,40,6,100,4,Recording,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,19,Male,Australia,,16,6,0,5,6,140,Single,2,0,12,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,90,3,80,10,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,19,Female,Australia,,26,2.5,0,10,6,110,Single,0,0,7,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,90,1,85,5,Recording,I work steadily all semester,Style 3
2024S2,I consent to take part in the study,18,Female,India,,35,2,0,5,7,130,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,60,8,90,2,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,30,Male,Australia,,38,3,0,0,2,120,Married,0,0,37,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,7,80,10,70,15,Recording,I work steadily all semester,Style 2
2024S2,I consent to take part in the study,19,Female,Australia,,15,4.6,130,15,2,140,Single,0,1,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,3,150,1,75,1,Lecture Slides,I leave things to the last minute,Style 3
2024S2,I consent to take part in the study,18,Male,India,,0,1.5,0,11,1,125,Single,1,1,1,Have you ever used recreational drugs?,No,International,DATA1001,0,45,7,95,0,Lecture Slides,It changes depending on the subject,Style 1
2024S2,I consent to take part in the study,20,Male,USA,,0,4.5,550,7,3,177,In a relationship,2,30,4,Have you ever used recreational drugs?,No,International,DATA1001,4,28,7,95,3,Recording,I leave things to the last minute,Style 3
2024S2,I consent to take part in the study,21,Female,Other Please Specify,South Korea,0,4.80,773.5,2,7,80,Single,0,0,9,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,3,10,5,100,3,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2024S2,I consent to take part in the study,19,Female,China,,0,6,400,20,5,120,Single,2,3,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,6,5,90,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2024S2,I consent to take part in the study,18,Female,Australia,,13,4.25,0,12,1,150,Single,0,0,9,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,75,3,85,1,Recording,It changes depending on the subject,Style 3
