cohort,consent,age,gender,country_of_birth,country_of_birth_5_TEXT,hours_work,social_media_use,rent,friends_count,stress,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest,mark_goal,hours_studying,lecture_mode,study_type,learner_style
2025S1,I consent to take part in the study,20,Male,China,,0,5,630,6,5,120,Single,2,3,8,Have you ever used recreational drugs?,No,International,DATA1001,3,30,6,70,0,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,28,3.28,0,2,5,120,Its complicated,5,6,7,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,90,2,100,6,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,3.25,10,0,30,9,95,Single,1,2,6,Have you ever used recreational drugs?,No,Domestic,DATA1901,0,50,6,85,10,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,25,Male,Australia,,37,3,350,15,6,200,Single,2,35,3,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,14,10,3,7,5,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,19,Female,China,,28,5.5,612.5,6,5,120,Single,0,2,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,3,30,4,6,4,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,10,8.24,0,15,1,120,Single,0,0,2,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,60,3,90,7,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,1,0,7,6,90,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,90,1,90,3,Lecture Slides,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Female,China,,72,6.25,1300,2,1,210,Single,30,5,10,Have you ever used recreational drugs?,No,International,DATA1001,0,15,7,90,15,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,0,5.3,0,5,7,160,Single,4,11,15,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,65,4,85,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,28,9,0,30,2,110,Single,2,20,1,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,45,8,85,3,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,24.5,8.3,0,5,7,160,Single,3,10,1,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,70,4,85,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Vietnam,0,7.4,769,3,0,120,Single,3,10,7,Have you ever used recreational drugs?,Prefer not to say,International,DATA1001,0,10,7,100,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,20,Male,China,,21,6.30,550,3,8,0,Single,0,0,3,Have you ever used recreational drugs?,No,International,DATA1001,6,50,5,70,11,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Non-binary / third gender,Australia,,0,0.12,0,1,3,0,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,86,5,80,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,21,Female,Other Please Specify,Indonesia,0,5.4,0,2,8,130,Single,10,0,6,Have you ever used recreational drugs?,No,International,DATA1001,0,50,8,100,3,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,7,2.60,439,15,3,120,Single,4,10,2,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,0,25,6,85,8,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,20,Female,Other Please Specify,Singapore,0,3,0,10,1,100,Single,0,3,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,15,5,75,10,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Male,Australia,,37,3,0,6,9,140,In a relationship,25,8,5,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,3,55,9,90,8,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Sweden,0,2,0,15,4,120,Single,0,3,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,45,4,80,5,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,New Zealand ,0,1.25,0,30,3,130,Single,0,49,9,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,5,7,85,4,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Indonesia,0,1,200,5,0,100,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1901,0,100,1,100,1,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S1,I consent to take part in the study,18,Female,Australia,,25,6,0,6,5,120,In a relationship,0,0,10,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,1,40,6,70,1,Recording,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,0,1.41,0,5,6,130,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,100,2,65,2,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,3,700,50,6,140,Single,4,25,6,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,5,0,80,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,0,1,0,5,2,100,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,30,5,75,5,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Philipines,0,4.20,0,50,8,140,Single,10,27,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,2,90,4,80,3,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,India,,0,4.5,550,10,9,240,Single,0,20,14,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,2,25,2,85,3,Recording,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,19,Female,Australia,,40,2.5,0,10,9,110,In a relationship,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,2,80,2,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,0,1.5,0,1,5,110,Single,0,10,30,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,15,4,80,2,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,19,Female,China,,0,7.18,700,5,4,100,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1001,0,20,5,80,3,Live Stream from Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,8,3.43,0,5,6,110,Single,0,6,16,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,4,70,2,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Male,Other Please Specify,New Zealand,0,4.75,0,3,2,120,Single,0,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,60,6,80,1,Recording,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,17,3,0,2,7,130,Its complicated,20,10,8,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,60,0,80,0,Recording,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,21,Male,Australia,,20,2.00,0,30,7,200,Its complicated,2,20,20,Have you ever used recreational drugs?,Prefer not to say,Domestic,DATA1001,2,120,8,70,20,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,6,2,0,10,2,140,Single,0,0,15,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,40,0,1,0,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,17,Male,Australia,,0,3.42,0,6,3,120,Single,0,40,2,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,40,3,75,0,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,China,,0,4,0,10,2,180,In a relationship,0,0,8,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,90,7,85,4,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Male,India,,0,1.5,430,0,8,90,Single,0,0,9,Have you ever used recreational drugs?,No,International,DATA1001,0,20,8,90,5,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,20,Prefer not to say,China,,0,4,300,0,7,0,Single,0,2,3,Have you ever used recreational drugs?,No,International,DATA1001,0,30,6,90,30,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,23,Female,Other Please Specify,Singapore,15,6,260,20,6,100,In a relationship,50,0,4,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,1,10,9,90,6,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,0,3,0,15,2,80,Single,0,5,6,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,2,70,3,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,27,Male,Australia,,0,5,0,0,3,130,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,95,7,85,8,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,12,4.5,0,5,6,160,Its complicated,10,10,3,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,0,90,3,80,3,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Male,Other Please Specify,Philippines,0,3.5,0,10,3,110,Single,0,0,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,80,3,85,4,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Other Please Specify,New Zealand,8,17.5,633,3,5,110,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,10,3,70,4,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Male,China,,15,6,779,6,8,0,Single,1,0,5,Have you ever used recreational drugs?,No,International,DATA1001,0,20,6,100,5,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,20,Male,China,,0,8.18,940,0,8,110,Single,0,6,4,Have you ever used recreational drugs?,No,International,DATA1001,2,10,6,85,25,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,2,3,0,2,3,110,Single,1,12,14,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,75,5,75,3,Recording,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,19,Male,China,,40,6,980,6,9,120,In a relationship,10,10,6,Have you ever used recreational drugs?,No,International,DATA1001,0,30,7,90,30,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,20,Female,Other Please Specify,Malaysia,0,7,400,15,3,90,Single,5,0,5,Have you ever used recreational drugs?,No,International,DATA1001,2,60,2,75,3,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,17,Female,Australia,,0,3.5,0,3,6,105,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,40,6,95,7,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Prefer not to say,China,,5,20,600,4,9,130,Single,0,0,4,Have you ever used recreational drugs?,No,International,DATA1001,0,40,2,80,2,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,5.18,0,6,7,110,In a relationship,0,2,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,90,3,85,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,20,Female,China,,0,6.5,550,5,5,0,Single,0,1,4,Have you ever used recreational drugs?,No,International,DATA1001,1,30,6,70,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,2,5,0,8,3,150,Single,0,8,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,40,7,6,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,Other Please Specify,Thailand,5,6.25,0,7,6,90,Single,0,0,9,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,60,0,100,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,India,,0,1,599,20,7,150,Single,0,5,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,3,100,3,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Australia,,0,7.4,0,30,2,120,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,75,8,90,5,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Male,China,,30,6,820,2,5,20,Single,0,0,2,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,5,100,10,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Male,Australia,,0,3,950,12,2,150,In a relationship,20,20,18,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,0,6,3,85,5,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,20,Female,Other Please Specify,South Korea,0,7,500,8,7,100,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,10,2,90,5,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,India,,0,6.15,0,15,4,110,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,60,5,90,7,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,22,Male,Other Please Specify,Singapore,0,0.5,800,15,1,180,Single,4,18,9,Have you ever gotten high off recreational drugs?,No,International,DATA1001,2,20,1,80,2,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,0,5.78,0,3,8,90,Single,0,2,2,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,3,100,4,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Other Please Specify,HK,0,1.5,500,2,7,0,Single,0,0,10,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,10,3,85,5,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,17,Male,Australia,,25,3,0,4,9,110,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,30,6,100,7,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,17,Male,Other Please Specify,Indonesia,0,3,770,10,6,120,Single,0,0,8,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,9,100,5,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S1,I consent to take part in the study,18,Non-binary / third gender,Australia,,8,1.5,0,6,6,120,Single,0,0,7,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,90,6,85,3,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,20,Male,China,,7,6,500,3,8,0,Single,2,3,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,30,5,80,2,Other,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Argentina,12,0.75,0,15,1,110,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,50,6,50,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,25,Female,Other Please Specify,Korea,20,3,0,3,5,120,Single,1,0,20,Have you ever used recreational drugs?,No,Domestic,DATA1001,9,70,6,90,6,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,15,2.1,0,15,3,100,Single,0,0,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,90,6,70,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Jordan,0,3.23,400,26,1,140,Single,15,3,10,Have you ever gotten high off recreational drugs?,Prefer not to say,International,DATA1001,2,36,10,90,3,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,21,Male,Other Please Specify,Bangladesh,0,1.5,592,10,6,170,Single,0,0,13,Have you ever gotten high off recreational drugs?,No,International,DATA1001,6,32,9,90,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Hong Kong,5,3.52,300,5,7,86,Single,0,1,10,Have you ever used recreational drugs?,No,International,DATA1001,0,30,4,50,4,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,India,,0,1.35,819,13,4,160,In a relationship,0,5,20,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,7,70,10,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,18,Female,India,,0,5.25,769,8,5,90,Single,6,1,5,Have you ever used recreational drugs?,No,International,DATA1001,0,30,6,100,2,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,24,Female,India,,9.5,3.1,0,5,5,120,In a relationship,3,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,9,30,8,90,2,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Other Please Specify,Cambodia,0,2.28,909,5,4,200,Single,0,3,10,Have you ever used recreational drugs?,No,International,DATA1001,0,5,5,80,2,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Male,India,,9,1.3,650,7,4,285,Single,0,1,2,Have you ever used recreational drugs?,No,International,DATA1001,1,20,7,85,4,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,China,,24,5.5,500,10,3,120,Single,0,3,10,Have you ever used recreational drugs?,No,International,DATA1001,1,24,7,100,24,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Other Please Specify,England,0,4,0,40,7,100,Single,1,15,15,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,60,0,80,3,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,19,Male,China,,50,5,600,20,1,130,Single,3,10,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,40,5,85,10,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Male,Australia,,80,3.5,350,5,5,200,Single,4,10,53,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,60,3,90,15,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,20,Male,China,,0,2,520,6,3,100,Single,1,0,5,Have you ever used recreational drugs?,No,International,DATA1001,2,50,6,85,5,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,17,Female,Australia,,0,4,0,1,8,0,In a relationship,20,0,2,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,70,3,80,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Other Please Specify,,0,5,230,6,7,0,Single,0,0,3,Have you ever used recreational drugs?,No,International,DATA1001,0,45,5,95,7,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,8,5,0,12,1,160,Single,0,0,12,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,45,1,99,5,Recording,It changes depending on the subject,Style 1
2025S1,I consent to take part in the study,20,Male,China,,0,5,0,10,3,60,Single,0,10,8,Have you ever used recreational drugs?,No,International,DATA1001,8,70,7,0,10,Lecture Slides,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,18,Female,India,,0,2,569,10,4,140,Single,0,1,8,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,5,7,100,10,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Korea,0,6,750,50,3,300,Single,0,1,7,Have you ever used recreational drugs?,No,International,DATA1001,0,20,6,90,4,Recording,I leave things to the last minute,Style 1
2025S1,I consent to take part in the study,18,Male,Australia,,0,3.8,0,2,8,116,Single,0,0,9,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,85,1,80,5,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Male,India,,0,1.5,900,50,4,200,Single,0,4,10,Have you ever gotten high off recreational drugs?,Yes,International,DATA1001,0,20,7,100,3,Recording,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Male,China,,0,5,500,20,3,130,Single,0,0,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,90,7,100,5,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Korea,0,10,0,0,6,130,In a relationship,30,0,7,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,80,4,100,3,Recording,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,21,Female,Other Please Specify,Singapore,0,4,800,0,5,100,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,30,7,80,4,Lecture Slides,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,20,Male,China,,40,6,400,8,8,140,Single,0,3,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,60,8,85,4,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,17,Male,Other Please Specify,New Zealand,8,3.00,780,50,3,110,Single,0,0,14,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,15,8,90,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,19,Male,Other Please Specify,Malaysia,0,1.43,800,3,8,110,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1001,0,15,3,75,7,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,21,Female,Other Please Specify,New Zealand,3,5,0,10,7,120,Single,0,20,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,6,60,1,20,1,Lecture Slides,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,8,3,0,5,4,120,Single,0,3,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,55,3,70,5,Live Stream from Lecture Theatre,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Female,Australia,,30,4.59,0,1,3,0,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,50,6,90,10,Lecture Slides,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,19,Female,China,,8,6.47,391,2,7,120,In a relationship,7,5,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,10,4,90,3,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,Australia,,0,3.85,0,15,6,130,Single,1,8,8,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,2,10,4,75,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Other Please Specify,Singapore,0,3.4,670,2,4,133,Single,0,0,11,Have you ever used recreational drugs?,No,International,DATA1001,0,20,6,80,6,Live Stream from Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,China,,0,3,0,0,3,120,Single,0,20,3,Have you ever used recreational drugs?,Yes,International,DATA1001,0,90,0,100,5,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,19,Male,Other Please Specify,Sri Lanka,4,2.57,650,35,2,120,Single,0,0,0,Have you ever gotten high off recreational drugs?,No,International,DATA1901,0,17,10,100,10,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,China,,20,3.15,625,11,6,120,In a relationship,2,8,17,Have you ever used recreational drugs?,No,International,DATA1001,0,42,6,75,6,Recording,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,China,,0,8,0,8,2,70,In a relationship,1,3,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,30,6,80,2,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,20,Male,Other Please Specify,Indonesia,0,3.27,350,1,8,100,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,10,5,100,12,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,6,0.75,0,20,2,90,Single,1,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,70,8,85,6,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Male,Other Please Specify,Singapore,2,6.5,392,8,5,145,In a relationship,10,0,10,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1901,0,5,6,90,12,Live in the Lecture Theatre,I leave things to the last minute,Style 3
2025S1,I consent to take part in the study,18,Female,India,,0,4.55,0,6,2,220,Single,0,12,25,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,75,1,90,60,Recording,It changes depending on the subject,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,17,3,0,8,5,160,In a relationship,15,0,5,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,0,90,7,80,0,Lecture Slides,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,19,Female,USA,,0,1.5,438,3,4,220,Single,4,0,26,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,55,2,70,4,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,19,Female,Australia,,27,4.47,0,12,3,120,Single,7,11,9,Have you ever used recreational drugs?,Prefer not to say,Domestic,DATA1001,0,95,2,70,2,Lecture Slides,I work steadily all semester,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,16,5.07,0,5,9,125,Single,3,20,8,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,0,90,4,80,5,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S1,I consent to take part in the study,18,Female,Australia,,21,8.25,0,15,2,100,In a relationship,30,10,7,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,0,25,5,85,8,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,18,Male,Australia,,1,0,0,2,3,100,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1901,0,95,7,95,3,Recording,I work steadily all semester,Style 3
2025S1,I consent to take part in the study,17,Female,Australia,,20,3.25,0,10,6,100,Single,2,10,5,Have you ever gotten high off recreational drugs?,Prefer not to say,Domestic,DATA1001,0,45,3,80,2,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S1,I consent to take part in the study,18,Female,Australia,,16,1,0,25,5,140,Single,0,12,5,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,20,6,90,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
